,station no.,station name,latitude,longitude,altitude,meanSpeed-100m,meanDuration,highWindFrac,scaleFactor,meanSpeed-10m,startTime_x,meanRes_x,Observations,gustObs,stormCount,startTime_y,meanRes_y,durationGoodness,paretoGoodness
103,009215,SWANBOURNE                              ,-31.956,115.7619,41.0,7.3583064,8.538235294117648,0.0170374575973839,1.4962210222161512,4.917927430955085,1993-12-09 08:00:00,29.999941666666665,497909.0,497909,768,1993-12-09 08:00:00,29.999941666666665,,0.009900990099009901
104,009225,PERTH METRO                             ,-31.9192,115.8728,24.9,5.5442276,5.88,0.0286274272198071,1.898654121161482,2.9200829884202566,1993-12-09 08:00:00,29.999941666666665,493368.0,493369,304,1993-12-09 08:00:00,29.999941666666665,,0.009900990099009901
105,009240,BICKLEY                                 ,-32.0072,116.1369,384.0,7.341633,9.320441988950275,0.0227256355533145,1.603948698203458,4.57722422870554,1997-10-14 11:00:00,29.999932866666665,273128.0,273128,373,1997-10-14 11:00:00,29.999932866666665,,0.009900990099009901
106,009254,ARMAMENT JETTY                          ,-32.1758,115.6808,9.0,8.399639,10.333333333333334,0.0260698745115522,1.3149421698470305,6.387839193426899,2019-03-21 09:00:00,29.99957833333333,26251.0,26251,19,2019-03-21 09:00:00,29.999578333333332,,0.32673267326732675
107,009255,COLPOYS POINT                           ,-32.2272,115.6994,3.0,8.217571,9.333333333333334,0.0138120763840638,1.2987387819800091,6.327347248394875,2019-03-21 09:00:00,29.99957833333333,71112.0,71112,50,2019-03-21 09:00:00,29.999578333333332,,0.009900990099009901
108,009256,GARDEN ISLAND HSF                       ,-32.2433,115.6839,6.0,8.269043,10.944444444444445,0.0137783650619931,1.344608654885721,6.149776694284919,2001-11-14 16:00:00,29.99992005,218489.0,218489,97,2001-11-14 16:00:00,29.99992005,,0.009900990099009901
109,009265,HILLARYS BOAT HARBOUR NTC AWS           ,-31.8256,115.7386,0.0,7.548451,13.854082998661312,0.0787081283652261,2.380492502781806,3.1709618652387523,2013-05-16 08:00:00,29.999827216666667,173142.0,173142,1372,2013-05-16 08:00:00,29.999827216666667,,0.009900990099009901
110,009280,LANCELIN (DEFENCE)                      ,-30.8392,115.2283,3.4,8.128227,10.50442477876106,0.0367770868097526,1.706629562197497,4.762736691037169,2018-07-05 08:00:00,29.999641066666666,83533.0,83533,237,2018-07-05 08:00:00,29.999641066666666,,0.009900990099009901
111,009281,MILLENDON (SWAN VALLEY)                 ,-31.8112,116.0227,15.6,6.8647814,8.99540018399264,0.1207129215769232,3.3944416491056324,2.022359518687982,2017-05-03 09:30:00,29.999711883333337,103782.0,103782,1864,2017-05-03 09:30:00,29.999711883333337,,0.009900990099009901
112,009518,CAPE LEEUWIN                            ,-34.3728,115.1358,13.0,8.973011,10.440677966101696,0.0184371295455729,1.0688424630214324,8.395073481156949,1994-01-24 16:30:00,29.91564665,324868.0,324868,282,1994-01-24 16:30:00,29.91564665,,0.009900990099009901
113,009519,CAPE NATURALISTE                        ,-33.5372,115.0189,109.0,9.5697565,12.300632911392404,0.0355977262223839,1.3524913127959517,7.075650998519434,1995-11-29 19:00:00,29.999937466666665,316796.0,316796,614,1995-11-29 19:00:00,29.999937466666665,,0.009900990099009901
114,009538,DWELLINGUP                              ,-32.7103,116.0594,267.0,6.313399,6.391304347826087,0.0090329657600484,1.4855603416670409,4.249843416631969,1999-02-10 16:00:00,29.305956816666665,243707.0,243717,83,1999-02-10 16:00:00,29.305956816666665,,0.009900990099009901
115,009542,ESPERANCE AERO                          ,-33.6825,121.8275,142.0,7.8832874,7.361623616236162,0.0195012519564774,1.4823464678280842,5.318113950350667,1994-01-24 08:00:00,29.92981095,445538.0,445538,614,1994-01-24 08:00:00,29.92981095,,0.009900990099009901
116,009569,BUSSELTON                               ,-33.655,115.3194,3.9,7.1716185,0.0,0.0112506147590979,1.1731463977473855,6.1131487727187785,1998-05-12 12:30:00,28.693521316666665,1175.0,1175,0,1998-05-12 12:30:00,28.693521316666665,,
117,009573,MANJIMUP                                ,-34.2508,116.145,286.7,7.470299,7.372549019607843,0.0281697437300068,1.9191212023304016,3.8925622613197177,2000-10-23 09:00:00,29.99992381666667,210355.0,210355,152,2000-10-23 09:00:00,29.99992381666667,,0.009900990099009901
118,009603,BUSSELTON AERO                          ,-33.6818,115.4026,16.3,7.2008467,8.808823529411764,0.0198550238308502,1.6504820016489092,4.362875005522096,1997-10-27 08:00:00,29.999932766666667,301762.0,301762,174,1997-10-27 08:00:00,29.999932766666667,,0.009900990099009901
119,009617,BRIDGETOWN                              ,-33.9486,116.1311,178.7,6.1171193,7.791976225854383,0.0893346391493054,3.0706073734415105,1.992152876722354,1998-07-07 08:00:00,29.99993088333333,295799.0,295799,1509,1998-07-07 08:00:00,29.99993088333333,,0.009900990099009901
120,009741,ALBANY AIRPORT COMPARISON               ,-34.9414,117.8022,68.0,6.969145,6.5,0.0191389247262345,1.6146426505207512,4.316214995881174,1994-01-01 16:00:00,29.990407216666664,290975.0,290985,283,1994-01-01 16:00:00,29.990407216666664,,0.009900990099009901
121,009746,WITCHCLIFFE                             ,-34.0281,115.1042,80.0,7.083374,8.819306930693068,0.0604652548024701,1.9295687710405736,3.670962201371861,1999-04-22 17:00:00,29.999923983333336,273584.0,273584,901,1999-04-22 17:00:00,29.999923983333336,,0.009900990099009901
122,009778,MARGARET RIVER CALM                     ,-33.935,115.0831,88.4,6.9852233,,,,,,,,,,,,,
123,009789,ESPERANCE                               ,-33.83,121.8925,25.0,7.538822,7.057692307692308,0.0165743736023333,1.4794749969441636,5.095606339845962,1994-01-15 01:00:00,29.95587615,468088.0,468088,549,1994-01-15 01:00:00,29.955876149999998,,0.009900990099009901
124,009812,HARVEY                                  ,-33.0789,115.8806,40.0,7.2699857,0.0,0.0127831694801757,2.5724826449397167,2.826058201058197,2000-10-20 17:30:00,21.06741571666667,123.0,123,0,2000-10-20 17:30:00,21.06741571666667,,
125,009887,MANDURAH                                ,-32.5211,115.75,21.0,6.8524065,6.380952380952381,0.0294257460161646,1.875488158037004,3.653665565631804,1993-12-15 08:00:00,29.99978275,72064.0,72064,86,1993-12-15 08:00:00,29.99978275,,0.019801980198019802
126,009937,BUSSELTON JETTY                         ,-33.6294,115.3383,3.0,7.714862,10.081632653061224,0.0111205354656843,1.2996275592876043,5.936209812325726,1997-10-27 10:00:00,29.999798316666663,290965.0,291002,220,1997-10-27 10:00:00,29.999798316666666,,0.009900990099009901
127,009961,HOPETOUN NORTH                          ,-33.9306,120.1283,26.0,7.5548863,8.52659574468085,0.0251738776800464,1.593182792026168,4.742008499531221,1995-12-07 16:00:00,29.99993741666667,345106.0,345106,438,1995-12-07 16:00:00,29.99993741666667,,0.009900990099009901
128,009964,ROCKY GULLY                             ,-34.5714,117.0106,250.0,6.6117506,7.909090909090909,0.0287859632173813,2.0362818138422294,3.24697227946389,1995-11-29 08:00:00,29.79552956666667,304351.0,304351,141,1995-11-29 08:00:00,29.79552956666667,,0.009900990099009901
129,009965,BUNBURY                                 ,-33.3567,115.6447,5.2,6.8466163,10.022727272727272,0.0385418297452165,1.901023598706496,3.60154196550562,1999-04-22 18:00:00,29.9999286,302392.0,302392,417,1999-04-22 18:00:00,29.999928599999997,,0.009900990099009901
130,009968,SHANNON                                 ,-34.5683,116.3367,210.0,6.4221954,6.518518518518518,0.0252696105142924,1.920768950734112,3.343554378112875,1996-11-28 13:00:00,29.99993508333333,215228.0,215228,79,1996-11-28 13:00:00,29.999935083333334,,0.039603960396039604
131,009977,MANDURAH                                ,-32.5219,115.7119,3.0,7.3162775,10.45662100456621,0.0243432135904074,1.7012994963994714,4.300405378036623,2001-10-31 08:00:00,29.9999202,287073.0,287073,423,2001-10-31 08:00:00,29.999920200000002,,0.009900990099009901
132,009994,COLLIE EAST                             ,-33.3608,116.1717,200.0,5.6183434,8.516934046345812,0.0752489850828996,2.943491022762743,1.90873466568216,2002-12-10 07:00:00,29.99991585,254841.0,254841,1256,2002-12-10 07:00:00,29.999915849999997,,0.009900990099009901
133,009998,NORTH WALPOLE                           ,-34.9469,116.7222,73.0,6.9777637,7.646017699115045,0.046859985582585,1.893213875026688,3.6856710933956953,2004-01-19 10:00:00,29.999910983333333,239726.0,239726,497,2004-01-19 10:00:00,29.999910983333333,,0.009900990099009901
134,009999,ALBANY AIRPORT                          ,-34.9411,117.8158,68.4,7.027893,7.205479452054795,0.0145050520551777,1.562550010084906,4.497707606826848,2012-01-13 12:00:00,29.999847783333333,195949.0,195949,194,2012-01-13 12:00:00,29.999847783333333,,0.009900990099009901
135,010286,CUNDERDIN AIRFIELD                      ,-31.6219,117.2217,216.7,6.7435317,7.654545454545454,0.0182580326242222,1.5406124420261658,4.3771759334100215,1996-08-29 11:00:00,29.975460316666663,299900.0,299900,133,1996-08-29 11:00:00,29.975460316666666,,0.009900990099009901
136,010692,NEWDEGATE RESEARCH STATION              ,-33.1129,118.84,320.0,7.2213135,7.872340425531915,0.0314854072601465,1.648710913621056,4.379975541438228,1996-05-31 12:00:00,29.993312666666668,288393.0,288393,284,1996-05-31 12:00:00,29.993312666666668,,0.009900990099009901
137,010905,JACUP                                   ,-33.8878,119.1092,305.0,7.7393856,8.617021276595745,0.0325160741752315,1.6669397060269695,4.64287075103914,1994-01-21 12:30:00,29.982792116666666,310229.0,310229,402,1994-01-21 12:30:00,29.982792116666666,,0.009900990099009901
138,010911,LAKE GRACE                              ,-33.1006,118.4647,286.0,7.1642747,7.821917808219178,0.0373947725538119,1.794087851192868,3.993268605978218,1997-06-22 05:30:00,29.7886874,275150.0,275150,307,1997-06-22 05:30:00,29.7886874,,0.019801980198019802
139,010916,KATANNING                               ,-33.6856,117.6064,320.0,7.3056407,7.868421052631579,0.0321420969584955,1.7955289977686375,4.068795717896066,1999-01-06 16:00:00,29.99992945,314704.0,314704,395,1999-01-06 16:00:00,29.99992945,,0.009900990099009901
140,010917,WANDERING                               ,-32.6722,116.6706,275.0,6.900251,7.797297297297297,0.0452409167720547,2.265619632491848,3.0456352040538186,1998-12-14 14:00:00,29.99992963333333,225217.0,225218,191,1998-12-14 14:00:00,29.999929633333334,,0.009900990099009901
141,011003,EUCLA                                   ,-31.6797,128.8958,93.1,8.031095,7.174721189591078,0.0292957262812872,1.7343427859701843,4.630627011023004,1995-04-15 07:00:00,29.932719833333334,448066.0,448068,618,1995-04-15 07:00:00,29.932719833333334,,0.009900990099009901
142,011052,FORREST                                 ,-30.8453,128.1092,159.0,7.4454994,6.711864406779661,0.0099631432743829,1.3267453101569353,5.611852827492051,1993-11-18 17:00:00,29.979463916666667,311049.0,311050,136,1993-11-18 17:00:00,29.979463916666667,,0.009900990099009901
143,011053,RED ROCKS POINT                         ,-32.2028,127.5297,3.1,7.7389417,7.142857142857143,0.0089950023184102,1.2663213746347075,6.111356741251045,1999-12-03 13:00:00,29.915319866666668,163498.0,163498,19,1999-12-03 13:00:00,29.915319866666668,,0.009900990099009901
144,012009,NORSEMAN AERO                           ,-32.2147,121.7547,262.5,6.3928466,8.516666666666667,0.0150066290292604,1.513432676337622,4.224070673424477,1999-12-07 08:00:00,29.99992668333333,272612.0,272612,141,1999-12-07 08:00:00,29.999926683333335,,0.009900990099009901
145,012038,KALGOORLIE-BOULDER AIRPORT              ,-30.7847,121.4533,365.3,7.0208,7.358108108108108,0.0228597872145954,1.7288317410382934,4.061008337029641,1994-01-24 09:00:00,29.9801547,445681.0,445698,388,1994-01-24 09:00:00,29.9801547,,0.009900990099009901
146,012044,MUNGLINUP WEST                          ,-33.5547,120.6997,220.0,7.671911,7.672839506172839,0.0227485170846397,1.6148198708756678,4.7509390373222375,2002-04-30 16:00:00,29.9999183,291922.0,291922,316,2002-04-30 16:00:00,29.9999183,,0.019801980198019802
147,012071,SALMON GUMS RES.STN.                    ,-32.9869,121.6239,249.0,7.328426,7.710144927536231,0.0422631627718044,1.904048358285521,3.848865420017812,1999-11-23 21:00:00,29.9999268,293219.0,293219,409,1999-11-23 21:00:00,29.9999268,,0.009900990099009901
148,012241,LEONORA AERO                            ,-28.8789,121.3186,370.0,7.4244933,7.883720930232558,0.0312060980899842,1.7671371804024527,4.201424425434147,2007-02-26 11:00:00,29.999681566666663,215357.0,215357,281,2007-02-26 11:00:00,29.999681566666666,,0.019801980198019802
149,012305,LAVERTON AERO                           ,-28.6133,122.4236,464.3,8.42566,7.664516129032258,0.0364622964526288,1.6911612393320272,4.982174341158489,1993-12-09 08:00:00,29.999941666666665,297915.0,297915,335,1993-12-09 08:00:00,29.999941666666665,,0.019801980198019802
150,012314,LEINSTER AERO                           ,-27.8386,120.7031,497.0,8.061392,7.863013698630137,0.0318927112260323,1.9015261702936068,4.239432491849223,1994-10-30 16:00:00,29.86389003333333,289515.0,289515,341,1994-10-30 16:00:00,29.863890033333334,,0.009900990099009901
151,012320,SOUTHERN CROSS AIRFIELD                 ,-31.2353,119.3564,347.4,6.976134,7.2,0.0224292577451538,1.5487184045205198,4.504455944368126,1996-10-03 11:00:00,29.999935466666667,299832.0,299832,139,1996-10-03 11:00:00,29.999935466666667,,0.009900990099009901
152,012322,MOUNT WALTON EAST IWDF                  ,-30.3803,120.1481,500.0,8.141989,0.0,0.0670727070940228,1.4744879733541452,5.5219092331768405,1997-01-09 17:30:00,29.292203216666667,70.0,70,0,1997-01-09 17:30:00,29.292203216666667,,
153,013011,WARBURTON AIRFIELD                      ,-26.1317,126.5839,459.0,7.912096,7.859154929577465,0.0369423843475908,1.7612322470281394,4.492363819087601,1997-05-20 08:00:00,29.9999339,307035.0,307035,367,1997-05-20 08:00:00,29.9999339,,0.009900990099009901
154,013017,GILES METEOROLOGICAL OFFICE             ,-25.0341,128.301,598.0,8.361547,13.788059701492536,0.0346196701202731,1.8953607006170048,4.411586389530396,1992-11-29 20:00:00,29.999830916666667,456590.0,456590,1350,1992-11-29 20:00:00,29.999830916666667,,0.009900990099009901
155,013030,TELFER AERO                             ,-21.7125,122.2281,291.9,7.036537,9.0,0.0112043215989551,1.5007286519576015,4.688747137086679,1996-01-13 19:00:00,29.92412343333333,294152.0,294152,68,1996-01-13 19:00:00,29.92412343333333,,0.009900990099009901
156,013044,WILUNA AERO                             ,-26.6273,120.2195,502.4,7.177479,7.870967741935484,0.0180974211184753,1.6582567922791378,4.328327689475855,2017-11-03 08:30:00,29.99968518333333,95179.0,95179,67,2017-11-03 08:30:00,29.999685183333334,,0.0297029702970297
157,109521,WITCHCLIFFE WEST                        ,-34.0258,115.0637,84.5,7.616189,11.235294117647058,0.0440880515794041,1.7290001999003806,4.40496710378029,2022-06-07 09:00:00,29.99797268333333,14794.0,14794,39,2022-06-07 09:00:00,29.997972683333334,,0.009900990099009901
158,200100,VARANUS ISLAND                          ,-20.655,115.5769,24.0,7.2129545,10.4375,0.0037698818164263,1.0336261612365405,6.9783010450802125,1999-04-22 17:00:00,29.9999286,351973.0,351976,29,1999-04-22 17:00:00,29.999928599999997,,0.009900990099009901
159,200284,COCOS ISLAND AIRPORT                    ,-12.1892,96.8344,3.0,,,,,6.056377616831897,1995-12-04 14:00:00,29.9540248,480259.0,,,,,,
160,200713,ROWLEY SHOALS                           ,-17.5217,118.9531,0.0,6.1025844,15.375,0.0018270052970896,1.0426431789015889,5.85299408802446,2008-12-24 11:30:00,28.380725883333334,164926.0,164926,18,2008-12-24 11:30:00,28.380725883333334,,0.5346534653465347
161,200735,ADELE ISLAND                            ,-15.5114,123.1556,4.6,4.9060793,11.5,0.000545322113195,1.0965169025093169,4.474239549860179,2013-06-18 09:00:00,29.999825616666666,167264.0,167264,3,2013-06-18 09:00:00,29.999825616666666,,0.8712871287128713
162,200784,BROWSE ISLAND                           ,-14.1093,123.5476,3.7,4.723534,6.0,0.0002410678123226,0.9558873712665736,4.941517431022712,2013-06-19 15:30:00,28.8055969,145388.0,145388,1,2013-06-19 15:30:00,28.8055969,,1.0
163,200790,CHRISTMAS ISLAND AERO                   ,-10.4515,105.689,261.0,,,,,4.353655552062432,1996-03-24 17:00:00,29.620891266666668,480258.0,,,,,,
164,200865,COCOS ISLAND NTC AWS                    ,-12.1168,96.8919,0.0,,,,,4.142981963583952,2015-02-04 07:30:00,29.99979085,143441.0,,,,,,
165,027045,WEIPA AERO                              ,-12.6778,141.9208,18.0,6.013942,7.09,0.0164598221531161,1.894465853787822,3.174478839408576,1995-11-02 13:30:00,29.935531366666662,416592.0,416592,282,1995-11-02 13:30:00,29.935531366666666,,0.009900990099009901
166,027054,COCONUT ISLAND                          ,-10.0511,143.0686,3.5,8.057411,18.191419141914192,0.1200135993192592,3.608319266539627,2.233009497957952,2003-07-13 00:00:00,29.878720666666663,152220.0,152220,1110,2003-07-13 00:00:00,29.878720666666666,,0.009900990099009901
167,027058,HORN ISLAND                             ,-10.5844,142.29,4.0,7.685066,4.833333333333333,0.0359286824885982,1.4673314360755083,5.237443998132308,1995-10-17 21:30:00,29.9820784,358225.0,358225,19,1995-10-17 21:30:00,29.9820784,,0.009900990099009901
168,027073,COEN AIRPORT                            ,-13.7606,143.1183,159.3,4.6395698,11.0,0.0075124149213363,1.5757824994536174,2.9442957774804634,2002-04-17 17:00:00,29.92134715,283480.0,283480,5,2002-04-17 17:00:00,29.92134715,,0.009900990099009901
169,027075,SCHERGER RAAF                           ,-12.6167,142.0869,39.3,5.8297615,7.773722627737226,0.0466819677515262,2.578289408606799,2.261096634716859,2005-12-14 10:00:00,29.999901216666668,257475.0,257475,390,2005-12-14 10:00:00,29.999901216666668,,0.009900990099009901
170,028004,PALMERVILLE                             ,-15.9999,144.0754,203.8,4.628964,0.0,0.0118243062037094,2.198070630928185,2.1059213849472425,2001-07-16 11:00:00,29.999921266666668,259168.0,259168,5,2001-07-16 11:00:00,29.999921266666668,,1.0
171,028008,LOCKHART RIVER AIRPORT                  ,-12.785,143.3047,18.5,5.7626348,11.333333333333334,0.0260288965152591,1.5664049323622704,3.678892114755008,2001-06-26 11:00:00,29.999921466666667,277368.0,277369,13,2001-06-26 11:00:00,29.999921466666667,,0.6732673267326733
172,029038,KOWANYAMA AIRPORT                       ,-15.4818,141.7483,9.6,5.3420243,11.0,0.0125996258227945,2.010159459437424,2.657512716836661,1999-06-23 16:00:00,29.9999281,302795.0,302795,24,1999-06-23 16:00:00,29.999928099999998,,0.009900990099009901
173,029039,MORNINGTON ISLAND                       ,-16.664,139.1837,8.5,5.4709964,7.127906976744186,0.0246452989480309,1.9004082888214564,2.878853145418109,1995-10-12 00:00:00,29.999914866666664,269006.0,269006,250,1995-10-12 00:00:00,29.999914866666664,,0.009900990099009901
174,029058,JULIA CREEK AIRPORT                     ,-20.6672,141.7214,122.5,6.41938,6.857142857142857,0.0041345151729592,1.414191824978146,4.539257033314757,2001-08-31 17:00:00,29.9999208,282956.0,282956,25,2001-08-31 17:00:00,29.999920799999998,,0.019801980198019802
175,029063,NORMANTON AIRPORT                       ,-17.6872,141.0733,18.4,5.5416284,19.0,0.0023865388251782,1.4727161196807337,3.762862568483088,2001-04-09 19:00:00,29.999922233333333,293937.0,293937,6,2001-04-09 19:00:00,29.999922233333333,,0.5346534653465347
176,029077,BURKETOWN AIRPORT                       ,-17.7483,139.5356,5.7,6.119577,5.0,0.0041534165316697,1.381320106382113,4.430238076406385,2001-10-10 19:00:00,29.999840816666666,290099.0,290099,4,2001-10-10 19:00:00,29.999840816666666,,0.009900990099009901
177,029127,MOUNT ISA AERO                          ,-20.6778,139.4875,340.3,6.055494,5.777777777777778,0.0157015919895245,1.6833426314623274,3.597303198086349,1995-10-16 21:00:00,29.985749533333333,443334.0,443350,92,1995-10-16 21:00:00,29.985749533333333,,0.009900990099009901
178,029141,CLONCURRY AIRPORT                       ,-20.6664,140.505,186.0,6.374381,8.555555555555555,0.0064846019899476,1.5273359914654694,4.173529008016418,2001-03-23 11:00:00,29.9999224,290466.0,290466,28,2001-03-23 11:00:00,29.9999224,,0.009900990099009901
179,029167,CENTURY MINE                            ,-18.7569,138.7056,126.8,6.0982304,7.05,0.0210478876296834,2.094361082970072,2.911737814231348,2003-04-07 10:00:00,29.99991448333333,342194.0,342194,122,2003-04-07 10:00:00,29.999914483333335,,0.009900990099009901
180,029181,LAKE JULIUS AWS                         ,-20.1167,139.7256,237.0,5.397233,6.26984126984127,0.0288726970476336,2.3083787610804496,2.338105470530397,2013-08-19 08:30:00,29.99982255,163695.0,163695,208,2013-08-19 08:30:00,29.999822549999998,,0.009900990099009901
181,029182,MORNINGTON ISLAND AIRPORT               ,-16.662,139.1655,9.5,5.56237,8.0,0.0050729744084448,1.3625058167202238,4.0824558362953285,2013-10-24 09:00:00,29.99981916666667,165396.0,165396,10,2013-10-24 09:00:00,29.99981916666667,,0.6732673267326733
182,030022,HUGHENDEN AIRPORT                       ,-20.8192,144.2333,316.4,6.97717,6.181818181818182,0.016175022750222,1.718936524385234,4.059003861724847,2001-02-23 11:00:00,29.999922666666667,289292.0,289292,51,2001-02-23 11:00:00,29.999922666666667,,0.019801980198019802
183,030024,HUGHENDEN POST OFFICE                   ,-20.8447,144.1986,324.0,6.97508,0.0,0.0146447577357763,2.083176417493789,3.348290598290599,2001-02-21 17:00:00,29.638554216666662,24.0,24,0,2001-02-21 17:00:00,29.638554216666666,,
184,030124,GEORGETOWN AIRPORT                      ,-18.3039,143.5306,301.8,5.753821,5.75,0.0152357683292828,1.9295987351214547,2.9818743096276537,2004-06-01 18:00:00,29.99990925,267237.0,267237,38,2004-06-01 18:00:00,29.999909249999998,,0.009900990099009901
185,030161,RICHMOND AIRPORT                        ,-20.7001,143.1137,206.3,6.192665,5.0,0.0043884333204595,1.4433878309572388,4.290368096002825,1998-11-07 19:00:00,29.99992993333333,306044.0,306045,14,1998-11-07 19:00:00,29.99992993333333,,0.594059405940594
186,031011,CAIRNS AERO                             ,-16.8736,145.7458,2.2,5.5744467,10.6,0.0069923357448736,1.369150118523286,4.071464920277705,1985-01-16 16:30:00,29.96722815,447914.0,447933,20,1985-01-16 16:30:00,29.96722815,,0.06930693069306931
187,031037,LOW ISLES LIGHTHOUSE                    ,-16.3842,145.5592,2.9,6.7347097,6.666666666666667,0.0018024739531393,1.0191514129223735,6.608154249007577,1998-11-07 19:00:00,29.99992993333333,317900.0,317900,4,1998-11-07 19:00:00,29.99992993333333,,0.48514851485148514
188,031192,GREEN ISLAND                            ,-16.7614,145.9719,3.0,8.389779,8.5,0.0094359115716241,1.0076501668270703,8.326083165648079,1997-03-24 00:00:00,29.99793078333333,223647.0,223647,9,1997-03-24 00:00:00,29.997930783333334,,0.5148514851485149
189,031209,COOKTOWN AIRPORT                        ,-15.4461,145.1861,4.8,6.8821993,10.25,0.0428249672626137,1.6621987871114503,4.140418908242832,2000-07-24 13:00:00,29.99992465,296362.0,296362,53,2000-07-24 13:00:00,29.99992465,,0.009900990099009901
190,031210,MAREEBA AIRPORT                         ,-17.0704,145.4293,471.9,7.0785985,6.241935483870968,0.0383984721731739,2.077098162806968,3.4079268019438014,2000-07-24 13:00:00,29.99789056666667,298386.0,298386,156,2000-07-24 13:00:00,29.99789056666667,,0.009900990099009901
191,031213,CAPE FLATTERY                           ,-14.9672,145.3106,18.5,9.06652,9.818181818181818,0.0550016503505551,1.4393157009902044,6.299187684123899,2003-06-20 11:00:00,29.999913616666667,274843.0,274843,112,2003-06-20 11:00:00,29.999913616666667,,0.009900990099009901
192,031222,CAIRNS RACECOURSE                       ,-16.9463,145.7474,4.1,6.042963,5.835820895522388,0.0219913082489451,2.122439420715446,2.847178095625975,2013-08-02 10:00:00,29.9998234,169328.0,169328,181,2013-08-02 10:00:00,29.9998234,,0.009900990099009901
193,032037,SOUTH JOHNSTONE EXP STN                 ,-17.6053,145.9972,18.3,3.976634,12.0,0.003390147691989,1.7502830717216953,2.2719947931976785,1999-11-04 16:00:00,29.999926966666667,302363.0,302363,4,1999-11-04 16:00:00,29.999926966666667,,0.009900990099009901
194,032040,TOWNSVILLE AERO                         ,-19.2483,146.7661,4.3,4.715243,31.0,0.0014275066124734,1.0960419979607243,4.302064037212544,1995-10-16 13:00:00,29.986372,449737.0,449737,2,1995-10-16 13:00:00,29.986372,,0.0297029702970297
195,032141,LUCINDA POINT                           ,-18.5203,146.3861,10.0,5.588445,37.0,0.0006531236931415,1.0456386416397356,5.344528180262521,1996-10-22 00:00:00,29.99993535,276302.0,276302,3,1996-10-22 00:00:00,29.999935349999998,,0.019801980198019802
196,032182,CAPE FERGUSON NTC AWS                   ,-19.2774,147.0586,0.0,6.481217,6.833333333333333,0.0052945886008032,1.426438212891615,4.543636625075243,2013-05-16 10:00:00,29.999827216666667,169994.0,169994,11,2013-05-16 10:00:00,29.999827216666667,,0.594059405940594
197,032194,COWLEY BEACH (DEFENCE)                  ,-17.6905,146.1126,4.3,5.4761376,7.830188679245283,0.0234879066199572,2.911579878562704,1.880813120880381,2017-04-03 13:30:00,29.999715783333333,105513.0,105513,111,2017-04-03 13:30:00,29.999715783333333,,0.019801980198019802
198,032195,MOUNT STUART (DEFENCE)                  ,-19.4082,146.762,176.4,4.9605384,5.1,0.0087299397661814,1.755090579603482,2.826371724027652,2017-10-03 09:30:00,29.999690016666666,96680.0,96680,25,2017-10-03 09:30:00,29.999690016666666,,0.009900990099009901
199,032196,TOWNSVILLE- AIR WEAPONS RANGE (DEFENCE) ,-19.3048,146.2438,385.5,4.7159257,0.0,0.00348059367438,1.564941552120856,3.013483594400569,2017-10-03 09:30:00,29.999690016666666,92862.0,92862,0,2017-10-03 09:30:00,29.999690016666666,,
200,032197,INNISFAIL AERODROME                     ,-17.5581,146.0119,11.8,4.3555098,5.0,0.0023982292396177,1.4474626365986665,3.009065414103152,2016-06-21 13:30:00,29.9997485,118933.0,118933,2,2016-06-21 13:30:00,29.9997485,,0.6633663366336634
201,033002,AYR DPI RESEARCH STN                    ,-19.6169,147.3758,17.0,6.0373373,8.0,0.0227255184763491,2.0508080237806103,2.9438822323466187,2003-08-17 03:00:00,26.18232528333333,208646.0,208646,134,2003-08-17 03:00:00,26.182325283333334,,0.009900990099009901
202,033045,MACKAY AERO                             ,-21.1706,149.1794,5.3,6.210302,14.714285714285714,0.0039512315677596,1.274168542289703,4.874003453976421,1995-11-14 01:00:00,29.90124373333333,434842.0,434842,11,1995-11-14 01:00:00,29.901243733333335,,0.6534653465346535
203,033106,HAMILTON ISLAND AIRPORT                 ,-20.3658,148.9536,58.7,7.59709,12.5625,0.008531242470265,1.0055191502232237,7.55539043266308,2002-07-19 12:00:00,29.999917433333334,274229.0,274229,29,2002-07-19 12:00:00,29.999917433333334,,0.009900990099009901
204,033119,MACKAY M.O                              ,-21.1172,149.2169,30.3,6.8704095,9.542857142857144,0.0088354717580724,1.5267455910976442,4.500035584670358,1995-10-15 13:00:00,29.98935895,351011.0,351011,106,1995-10-15 13:00:00,29.98935895,,0.009900990099009901
205,033195,WILLIAMSON                              ,-22.4703,150.1786,27.6,5.7563014,7.44,0.0380680177752312,2.196392265925895,2.6207984303837777,2005-06-01 18:00:00,29.99990418333333,230908.0,230908,88,2005-06-01 18:00:00,29.999904183333335,,0.009900990099009901
206,033208,ROSSLYN BAY NTC AWS                     ,-23.161,150.7901,0.0,7.0841346,11.704433497536948,0.0664844894856463,2.319296447728698,3.0544325567533086,2012-07-11 11:30:00,29.9998408,181588.0,181588,1415,2012-07-11 11:30:00,29.9998408,,0.009900990099009901
207,033210,ST LAWRENCE                             ,-22.3472,149.5242,9.2,4.921065,6.0,0.0063969677421316,1.6807667823722192,2.9278689377253557,2004-08-09 18:00:00,29.99990833333333,264071.0,264071,5,2004-08-09 18:00:00,29.999908333333334,,0.9306930693069307
